Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Travel_Rarely,618,Sales,2,1,Other,1,141,3,Male,96,3,4,Manufacturing Director,3,Married,8937,24091,7,Y,No,11,3,1,80,0,38,4,4,0,0,0,0
46,No,Travel_Rarely,855,Research & Development,10,2,Life Sciences,1,142,4,Female,37,2,5,Sales Representative,2,Single,16334,2847,0,Y,Yes,25,3,4,80,3,22,1,1,22,7,7,16
53,Yes,Travel_Rarely,111,Research & Development,1,1,Life Sciences,1,143,2,Male,69,4,5,Research Scientist,1,Single,8129,15969,5,Y,Yes,15,3,2,80,2,39,3,2,39,3,6,14
30,No,Travel_Rarely,819,Research & Development,7,1,Life Sciences,1,144,2,Male,88,4,3,Research Director,2,Married,15283,9582,1,Y,No,20,3,2,80,0,40,1,2,36,7,10,9
49,No,Non-Travel,654,Sales,26,5,Life Sciences,1,145,3,Male,61,1,5,Sales Executive,4,Married,5728,9300,5,Y,Yes,15,3,3,80,2,36,5,4,9,9,4,9
24,No,Travel_Frequently,472,Research & Development,17,1,Life Sciences,1,146,4,Female,36,2,4,Research Scientist,2,Divorced,9090,11774,0,Y,No,15,3,2,80,2,31,3,1,1,1,1,1
39,No,Travel_Rarely,583,Research & Development,16,3,Marketing,1,147,3,Female,31,3,5,Sales Executive,2,Single,15559,10032,1,Y,No,14,3,3,80,3,35,6,4,35,1,5,10
45,No,Travel_Frequently,1072,Sales,27,3,Medical,1,148,2,Male,35,1,4,Sales Executive,4,Married,17363,20439,8,Y,Yes,25,3,3,80,2,1,6,3,1,1,0,1
19,No,Non-Travel,1351,Sales,27,3,Human Resources,1,149,3,Male,65,4,4,Manager,3,Single,11873,8052,5,Y,No,13,3,2,80,3,26,4,1,14,4,7,1
59,Yes,Non-Travel,722,Research & Development,24,5,Other,1,150,3,Female,61,3,1,Sales Representative,1,Married,17940,17864,7,Y,No,22,3,3,80,0,23,1,1,19,4,8,9
23,No,Travel_Frequently,406,Sales,3,2,Marketing,1,151,3,Male,74,2,3,Healthcare Representative,3,Divorced,13633,21961,6,Y,No,13,3,1,80,2,21,0,1,20,11,10,14
45,No,Travel_Frequently,556,Research & Development,14,4,Life Sciences,1,152,4,Male,71,3,2,Human Resources,3,Single,4370,8729,8,Y,No,12,3,1,80,3,29,5,3,29,6,15,4
45,No,Travel_Rarely,259,Research & Development,10,1,Life Sciences,1,153,3,Male,82,3,1,Sales Executive,2,Married,14716,10723,8,Y,No,15,4,1,80,1,23,4,1,23,4,4,17
37,Yes,Travel_Rarely,430,Research & Development,22,4,Other,1,154,2,Male,38,3,2,Sales Executive,1,Single,2933,19260,3,Y,Yes,14,3,4,80,3,26,0,4,1,1,1,1
47,No,Travel_Rarely,875,Research & Development,7,2,Medical,1,155,3,Male,78,1,4,Laboratory Technician,2,Married,13656,23581,6,Y,No,16,4,3,80,1,37,3,3,37,16,6,2
28,No,Travel_Rarely,324,Sales,26,2,Human Resources,1,156,4,Female,31,4,1,Manager,4,Single,7690,22645,4,Y,No,12,4,3,80,3,32,6,2,21,5,9,15
45,No,Travel_Rarely,1082,Sales,17,5,Other,1,157,1,Male,96,3,5,Sales Executive,3,Married,3710,14963,6,Y,No,12,3,1,80,1,28,2,4,28,13,12,16
42,No,Travel_Rarely,828,Research & Development,6,3,Other,1,158,4,Female,40,4,5,Human Resources,3,Married,15184,18697,3,Y,No,18,3,4,80,2,31,2,4,13,8,3,1
56,No,Travel_Rarely,1168,Research & Development,23,3,Other,1,159,3,Male,79,1,2,Manufacturing Director,4,Married,11131,11313,9,Y,Yes,16,3,2,80,1,39,3,4,4,3,4,4
50,Yes,Travel_Frequently,1337,Research & Development,22,2,Medical,1,160,1,Female,64,2,4,Human Resources,1,Single,17814,10123,0,Y,No,13,3,1,80,2,40,2,3,23,10,5,0
18,No,Non-Travel,1182,Sales,4,5,Life Sciences,1,161,3,Male,44,2,2,Research Scientist,3,Married,17728,25624,3,Y,No,15,3,4,80,2,40,5,4,25,15,1,13
44,No,Travel_Rarely,743,Sales,17,5,Other,1,162,4,Male,60,3,3,Laboratory Technician,3,Married,10727,18366,9,Y,No,13,3,2,80,3,31,4,3,1,1,1,1
30,Yes,Travel_Rarely,715,Sales,27,1,Medical,1,163,1,Male,91,1,5,Healthcare Representative,1,Married,1065,18767,2,Y,Yes,21,3,4,80,2,33,4,1,33,15,4,8
58,No,Travel_Frequently,294,Research & Development,9,3,Life Sciences,1,164,1,Male,57,2,1,Manager,2,Single,14982,18857,8,Y,No,12,3,2,80,0,22,5,2,22,5,13,16
20,No,Travel_Rarely,588,Sales,4,2,Marketing,1,165,3,Male,54,1,1,Research Scientist,4,Divorced,16361,14259,4,Y,No,13,4,3,80,1,40,1,1,40,14,8,7
56,No,Travel_Frequently,256,Research & Development,7,4,Marketing,1,166,3,Female,54,1,1,Research Director,1,Married,16061,13137,3,Y,Yes,11,3,3,80,3,34,4,4,34,2,12,8
23,No,Travel_Rarely,709,Research & Development,23,3,Other,1,167,4,Male,30,3,5,Sales Representative,4,Single,4156,11664,7,Y,Yes,24,4,4,80,2,17,6,3,14,8,8,1
25,Yes,Travel_Rarely,1349,Research & Development,2,1,Marketing,1,168,3,Female,88,3,4,Sales Executive,4,Single,4546,8980,4,Y,Yes,17,3,4,80,1,10,2,3,2,0,2,2
44,No,Non-Travel,511,Research & Development,17,5,Life Sciences,1,169,1,Female,98,1,5,Sales Executive,3,Divorced,1730,4052,2,Y,No,16,3,2,80,1,26,6,1,11,10,11,0
26,No,Travel_Rarely,1328,Sales,24,2,Other,1,170,2,Male,71,1,5,Laboratory Technician,1,Single,13278,12413,1,Y,No,15,3,4,80,0,37,5,4,37,5,14,6
54,No,Travel_Rarely,1202,Research & Development,8,3,Human Resources,1,171,2,Female,63,3,1,Laboratory Technician,4,Divorced,17778,26735,7,Y,No,16,4,4,80,1,16,0,2,16,4,11,16
50,No,Travel_Frequently,1247,Research & Development,23,4,Marketing,1,172,4,Male,95,1,5,Healthcare Representative,2,Married,8435,4277,1,Y,No,18,3,2,80,3,37,1,3,37,17,13,4
59,No,Travel_Rarely,570,Research & Development,15,1,Life Sciences,1,173,3,Male,47,3,1,Sales Executive,4,Married,14797,5868,7,Y,No,13,3,2,80,3,26,0,3,26,11,3,6
41,No,Travel_Rarely,1341,Research & Development,15,1,Life Sciences,1,174,4,Male,34,4,4,Manufacturing Director,3,Married,15016,22397,4,Y,No,13,4,3,80,2,28,6,4,18,6,5,11
32,No,Non-Travel,615,Research & Development,8,3,Marketing,1,175,2,Male,49,1,3,Manufacturing Director,2,Single,12088,16366,7,Y,No,22,3,1,80,2,20,2,3,20,1,6,16
49,No,Travel_Rarely,1227,Sales,16,4,Life Sciences,1,176,2,Male,95,3,1,Research Scientist,2,Married,15355,24680,4,Y,Yes,15,3,4,80,3,39,6,4,39,6,12,4
49,Yes,Travel_Frequently,492,Sales,19,1,Life Sciences,1,177,3,Female,91,1,2,Laboratory Technician,1,Single,8124,2871,0,Y,Yes,15,4,2,80,1,37,0,4,23,8,0,11
41,No,Travel_Rarely,730,Research & Development,11,2,Technical Degree,1,178,1,Male,61,3,3,Research Scientist,2,Divorced,11920,4660,1,Y,No,24,4,3,80,1,30,2,2,23,7,12,12
58,No,Travel_Rarely,707,Research & Development,2,1,Medical,1,179,3,Male,87,1,4,Sales Executive,1,Married,1268,12189,5,Y,No,21,3,1,80,0,26,4,4,18,8,0,15
29,Yes,Travel_Rarely,1079,Sales,23,4,Life Sciences,1,180,2,Female,79,2,3,Laboratory Technician,1,Married,9800,13047,2,Y,No,11,3,4,80,2,31,1,1,30,9,3,9
56,No,Travel_Rarely,533,Research & Development,24,5,Life Sciences,1,181,1,Male,67,2,1,Human Resources,2,Single,8545,9498,7,Y,Yes,14,4,3,80,1,39,3,2,39,11,2,11
19,No,Non-Travel,1454,Research & Development,17,5,Medical,1,182,4,Male,84,1,4,Research Scientist,1,Married,9956,2172,4,Y,No,19,4,1,80,1,32,2,4,19,1,9,6
20,Yes,Non-Travel,1266,Sales,28,3,Human Resources,1,183,2,Female,57,2,2,Research Scientist,1,Single,12778,3675,2,Y,Yes,18,3,4,80,2,14,5,4,14,9,3,13
54,No,Travel_Rarely,639,Research & Development,26,4,Life Sciences,1,184,4,Male,51,1,1,Research Scientist,2,Single,11959,16160,9,Y,No,13,3,3,80,3,39,5,2,39,2,12,9
34,No,Travel_Frequently,377,Research & Development,16,1,Life Sciences,1,185,1,Male,72,1,1,Research Scientist,3,Single,17869,10061,6,Y,No,15,3,4,80,1,34,4,3,34,0,12,7
19,No,Travel_Rarely,332,Sales,25,1,Marketing,1,186,4,Male,65,4,4,Research Scientist,4,Married,6292,9933,7,Y,No,15,3,1,80,0,37,5,2,34,16,8,14
19,No,Travel_Rarely,1213,Research & Development,15,5,Other,1,187,2,Male,81,4,4,Healthcare Representative,1,Married,10800,4256,3,Y,No,17,3,2,80,1,36,0,3,32,0,1,15
45,No,Travel_Rarely,1322,Research & Development,13,5,Marketing,1,188,3,Female,65,2,3,Sales Executive,1,Married,3368,19963,8,Y,No,18,3,3,80,1,39,4,2,39,4,13,7
40,No,Travel_Rarely,461,Research & Development,15,2,Life Sciences,1,189,4,Female,57,4,2,Research Director,2,Married,8414,24223,5,Y,No,19,3,1,80,0,40,5,2,40,13,3,3
54,No,Travel_Rarely,125,Human Resources,27,5,Life Sciences,1,190,2,Male,87,4,3,Sales Executive,4,Divorced,18654,16007,0,Y,No,17,3,4,80,3,20,0,1,17,5,6,16
49,No,Travel_Frequently,1148,Research & Development,4,2,Other,1,191,2,Male,65,1,3,Sales Representative,4,Married,15366,21098,4,Y,No,25,3,1,80,0,33,0,2,16,8,1,3
50,Yes,Travel_Rarely,606,Research & Development,16,1,Life Sciences,1,192,1,Male,99,3,1,Sales Representative,1,Married,7332,3058,4,Y,Yes,12,3,1,80,0,39,0,1,7,7,7,7
18,No,Travel_Rarely,1424,Research & Development,12,2,Marketing,1,193,2,Female,38,1,4,Laboratory Technician,2,Married,6946,12833,6,Y,No,18,3,2,80,2,19,5,4,19,3,9,12
36,No,Travel_Rarely,1462,Research & Development,4,2,Life Sciences,1,194,3,Male,50,4,1,Sales Executive,3,Divorced,18975,4767,6,Y,Yes,18,4,3,80,1,10,0,3,10,0,3,5
19,No,Travel_Rarely,366,Sales,3,3,Life Sciences,1,195,3,Male,93,1,2,Laboratory Technician,4,Married,12039,7387,5,Y,Yes,21,4,1,80,3,29,6,3,29,5,8,13
43,No,Travel_Frequently,560,Sales,22,5,Human Resources,1,196,4,Female,90,2,3,Manufacturing Director,3,Married,18891,25737,7,Y,No,23,3,2,80,1,26,1,1,26,6,13,6
49,No,Travel_Rarely,555,Sales,17,2,Technical Degree,1,197,4,Female,69,3,2,Manager,2,Single,14012,3812,1,Y,No,24,4,2,80,3,38,5,3,38,5,0,11
23,No,Travel_Rarely,1483,Research & Development,22,1,Marketing,1,198,4,Male,85,4,4,Laboratory Technician,3,Divorced,11587,12718,6,Y,No,12,3,2,80,0,13,0,3,13,0,6,0
49,No,Travel_Rarely,1191,Sales,18,4,Life Sciences,1,199,4,Male,33,4,4,Research Scientist,2,Single,13988,3322,9,Y,No,23,3,4,80,2,14,1,2,14,7,0,9
21,Yes,Travel_Rarely,1106,Research & Development,25,2,Life Sciences,1,200,3,Male,60,1,5,Manager,1,Single,3218,12696,6,Y,No,16,4,2,80,0,28,6,1,11,11,10,0
28,No,Travel_Rarely,962,Sales,18,5,Marketing,1,201,1,Male,56,1,2,Human Resources,3,Married,13069,22256,3,Y,No,23,3,2,80,1,25,3,3,19,10,9,15
34,No,Travel_Rarely,590,Sales,23,3,Medical,1,202,4,Female,87,1,1,Manufacturing Director,1,Divorced,8237,3934,9,Y,No,20,3,2,80,2,29,1,4,16,1,10,6
55,No,Travel_Frequently,1172,Research & Development,28,1,Life Sciences,1,203,1,Female,54,1,2,Sales Representative,1,Married,10309,18975,1,Y,No,11,3,2,80,2,39,5,1,39,1,8,5
41,Yes,Travel_Frequently,663,Research & Development,17,3,Life Sciences,1,204,2,Female,98,4,3,Laboratory Technician,2,Divorced,9690,19014,3,Y,Yes,21,3,3,80,1,25,5,2,25,1,13,17
22,No,Travel_Rarely,1225,Sales,12,4,Life Sciences,1,205,2,Male,99,1,4,Manufacturing Director,3,Divorced,9205,21783,3,Y,Yes,17,3,3,80,3,40,0,4,13,7,11,3
51,No,Travel_Rarely,315,Research & Development,23,2,Other,1,206,4,Male,34,4,4,Manufacturing Director,4,Married,9276,9218,5,Y,No,20,4,2,80,2,24,6,3,24,6,9,15
23,No,Travel_Rarely,658,Human Resources,21,2,Human Resources,1,207,2,Male,37,1,2,Healthcare Representative,3,Married,6381,11450,6,Y,No,12,3,1,80,3,25,6,3,25,15,11,0
39,No,Travel_Rarely,258,Sales,24,5,Other,1,208,1,Male,38,3,2,Research Scientist,4,Married,7159,20449,2,Y,Yes,25,4,4,80,3,27,6,1,24,8,12,1
28,No,Travel_Rarely,588,Research & Development,4,2,Life Sciences,1,209,1,Female,44,3,2,Laboratory Technician,1,Divorced,11929,9681,9,Y,No,15,4,1,80,3,39,5,3,24,15,9,15
33,No,Travel_Rarely,785,Research & Development,12,1,Other,1,210,2,Male,36,1,3,Laboratory Technician,1,Married,17010,5621,0,Y,No,24,3,1,80,2,34,3,1,26,1,11,8
50,No,Travel_Rarely,1365,Sales,26,4,Life Sciences,1,211,4,Male,44,1,3,Research Scientist,2,Divorced,17865,2393,2,Y,No,17,3,2,80,0,33,6,3,11,2,0,11
26,No,Travel_Rarely,893,Research & Development,23,3,Medical,1,212,1,Male,66,2,1,Research Scientist,4,Single,16156,20864,8,Y,No,20,3,1,80,2,19,4,4,19,1,2,15
23,No,Travel_Rarely,104,Research & Development,22,4,Human Resources,1,213,1,Male,68,3,2,Healthcare Representative,3,Single,18230,14684,0,Y,No,21,3,3,80,0,17,1,2,15,15,11,8
33,No,Travel_Rarely,460,Research & Development,21,2,Life Sciences,1,214,3,Male,35,4,1,Laboratory Technician,2,Single,2195,6057,7,Y,No,25,3,3,80,2,24,4,4,24,16,6,6
46,No,Travel_Rarely,558,Sales,20,3,Medical,1,215,4,Female,86,3,5,Sales Executive,2,Married,7470,6781,1,Y,No,25,4,4,80,0,26,3,2,26,11,13,9
20,No,Travel_Rarely,347,Sales,15,5,Life Sciences,1,216,3,Male,48,4,3,Manager,2,Divorced,18874,6265,5,Y,No,19,3,3,80,0,17,1,1,17,10,15,6
37,No,Travel_Rarely,1045,Research & Development,23,4,Life Sciences,1,217,2,Female,92,1,4,Sales Representative,3,Married,12473,22337,2,Y,No,24,3,3,80,2,20,0,3,9,9,9,9
53,No,Travel_Frequently,521,Sales,28,3,Marketing,1,218,2,Male,60,3,5,Laboratory Technician,2,Single,15061,15161,6,Y,No,11,3,2,80,3,39,1,4,29,5,0,1
36,Yes,Travel_Rarely,114,Research & Development,16,3,Technical Degree,1,219,3,Male,39,3,4,Sales Executive,3,Single,8341,5789,1,Y,Yes,19,3,3,80,3,24,0,3,0,0,0,0
43,Yes,Non-Travel,835,Research & Development,5,3,Human Resources,1,220,4,Female,96,2,5,Research Director,2,Married,17624,11206,3,Y,Yes,21,3,1,80,0,16,2,1,3,3,3,3
20,Yes,Travel_Rarely,1245,Research & Development,21,1,Medical,1,221,1,Male,91,2,1,Sales Representative,4,Single,1336,9336,9,Y,No,15,4,1,80,1,22,1,2,22,0,5,2
36,No,Travel_Frequently,376,Research & Development,15,4,Marketing,1,222,2,Female,32,3,1,Research Scientist,1,Married,6248,12035,8,Y,No,16,4,3,80,1,13,1,4,6,6,6,6
37,No,Travel_Rarely,552,Research & Development,17,3,Life Sciences,1,223,4,Male,47,3,3,Sales Executive,4,Divorced,18342,24609,5,Y,No,24,3,4,80,2,36,4,2,29,5,2,7
49,No,Travel_Frequently,1417,Sales,18,4,Life Sciences,1,224,4,Male,54,3,4,Laboratory Technician,4,Married,11087,22095,3,Y,No,18,3,4,80,2,39,4,2,25,12,15,10
24,Yes,Travel_Frequently,697,Research & Development,5,3,Other,1,225,2,Female,49,4,5,Manufacturing Director,2,Married,8047,4794,1,Y,Yes,25,3,4,80,2,39,3,1,0,0,0,0
58,No,Travel_Rarely,545,Sales,13,5,Life Sciences,1,226,2,Female,87,1,2,Sales Executive,4,Married,9057,19483,9,Y,Yes,21,3,3,80,1,28,0,2,28,12,5,6
50,No,Travel_Rarely,309,Sales,19,5,Technical Degree,1,227,4,Female,79,2,2,Laboratory Technician,4,Married,15963,20179,8,Y,No,24,3,4,80,3,29,5,1,24,15,3,11
57,Yes,Travel_Rarely,813,Research & Development,13,5,Life Sciences,1,228,1,Male,39,1,3,Laboratory Technician,4,Single,3306,21780,3,Y,Yes,12,3,3,80,2,39,4,2,39,0,5,5
56,No,Travel_Rarely,401,Research & Development,18,2,Technical Degree,1,229,3,Male,50,2,4,Sales Representative,2,Divorced,18700,15433,8,Y,No,22,3,1,80,2,25,6,2,25,13,5,9
35,No,Travel_Rarely,1346,Research & Development,14,3,Technical Degree,1,230,2,Female,58,2,2,Laboratory Technician,3,Married,13712,17928,1,Y,No,17,3,4,80,3,16,3,4,16,12,15,14
57,No,Travel_Rarely,102,Sales,4,2,Life Sciences,1,231,3,Female,39,2,3,Laboratory Technician,1,Single,3788,21844,6,Y,No,22,3,4,80,0,33,0,1,30,9,3,14
18,No,Travel_Rarely,1089,Research & Development,4,4,Life Sciences,1,232,4,Male,42,3,3,Research Director,1,Single,14715,13178,4,Y,No,14,3,4,80,2,21,0,3,7,7,0,5
28,No,Travel_Rarely,1216,Sales,20,2,Marketing,1,233,3,Male,76,2,4,Research Scientist,3,Single,14234,5256,7,Y,No,19,3,1,80,1,31,0,3,4,3,2,4
45,No,Travel_Frequently,619,Research & Development,20,4,Life Sciences,1,234,1,Female,52,1,2,Research Scientist,3,Divorced,8327,10400,7,Y,No,16,3,3,80,1,11,2,3,0,0,0,0
42,No,Travel_Rarely,592,Sales,19,4,Life Sciences,1,235,4,Male,79,2,2,Manager,4,Married,14540,15231,3,Y,No,17,3,1,80,2,15,0,4,14,11,9,1
40,No,Non-Travel,1358,Research & Development,13,4,Technical Degree,1,236,1,Male,33,1,2,Research Scientist,1,Married,6344,4231,3,Y,No,21,3,1,80,1,35,3,4,35,5,6,6
48,No,Travel_Rarely,719,Research & Development,12,2,Life Sciences,1,237,4,Female,96,2,1,Manager,3,Married,10539,23330,7,Y,No,16,4,2,80,3,37,0,2,6,6,1,4
47,No,Travel_Rarely,1284,Research & Development,7,3,Other,1,238,1,Male,82,2,2,Sales Executive,4,Divorced,8511,18508,2,Y,Yes,21,3,4,80,0,38,5,2,26,4,3,2
59,Yes,Travel_Rarely,430,Research & Development,25,2,Medical,1,239,4,Male,31,3,5,Sales Executive,1,Divorced,2658,8042,6,Y,No,18,3,3,80,0,34,5,3,34,9,5,5
52,No,Travel_Rarely,432,Research & Development,12,3,Life Sciences,1,240,1,Female,97,1,1,Sales Representative,2,Married,14481,16787,7,Y,No,16,4,3,80,2,26,0,2,26,8,4,5
24,Yes,Travel_Frequently,149,Research & Development,21,3,Technical Degree,1,241,4,Male,94,2,1,Laboratory Technician,2,Married,3871,18193,7,Y,Yes,17,3,2,80,2,19,3,2,19,9,13,0
33,No,Travel_Rarely,962,Sales,4,4,Medical,1,242,1,Female,86,2,1,Healthcare Representative,1,Divorced,1926,18304,9,Y,Yes,18,3,2,80,0,40,1,4,17,11,5,11
43,No,Travel_Frequently,371,Sales,27,2,Life Sciences,1,243,4,Male,99,1,1,Research Scientist,1,Married,13453,20283,3,Y,Yes,25,3,1,80,0,39,0,3,39,3,4,4
19,No,Travel_Rarely,679,Research & Development,2,3,Medical,1,244,1,Male,36,2,3,Sales Executive,2,Married,9362,24891,8,Y,No,11,3,2,80,2,40,3,1,1,1,1,1
18,No,Travel_Rarely,1375,Research & Development,2,5,Life Sciences,1,245,2,Male,48,4,5,Manager,2,Single,6458,5663,9,Y,No,25,3,3,80,1,29,4,3,29,12,10,7
29,Yes,Travel_Rarely,659,Research & Development,5,3,Life Sciences,1,246,3,Female,73,3,4,Research Scientist,1,Married,3820,15071,3,Y,Yes,20,3,3,80,2,37,3,4,37,13,15,5
22,No,Travel_Rarely,795,Sales,23,5,Life Sciences,1,247,4,Male,92,1,2,Laboratory Technician,4,Single,4430,23788,7,Y,No,22,3,3,80,3,29,2,3,29,11,11,14
54,Yes,Travel_Rarely,1213,Research & Development,10,2,Life Sciences,1,248,1,Male,94,3,1,Sales Executive,3,Single,10299,13714,5,Y,No,14,3,1,80,2,40,4,1,6,6,6,5
49,No,Travel_Rarely,545,Research & Development,10,2,Life Sciences,1,249,2,Male,68,4,4,Research Scientist,3,Divorced,3730,2550,4,Y,No,16,4,4,80,2,38,5,2,38,12,15,8
26,No,Travel_Rarely,1116,Research & Development,9,2,Technical Degree,1,250,4,Male,55,4,3,Healthcare Representative,1,Married,11901,18926,3,Y,No,11,3,4,80,2,14,5,3,12,1,1,3
58,No,Travel_Rarely,1455,Research & Development,13,3,Technical Degree,1,251,4,Male,73,4,4,Manager,3,Divorced,16265,2161,4,Y,No,14,3,1,80,2,32,1,4,32,18,3,15
52,No,Travel_Rarely,1262,Human Resources,7,1,Medical,1,252,4,Male,41,1,1,Manufacturing Director,2,Married,1797,22567,0,Y,No,16,3,3,80,2,39,1,4,39,8,0,9
36,No,Travel_Rarely,456,Sales,5,3,Human Resources,1,253,3,Male,51,4,5,Manufacturing Director,2,Divorced,17649,3956,6,Y,No,17,3,3,80,2,29,3,3,29,9,11,0
33,No,Travel_Rarely,373,Research & Development,26,3,Other,1,254,1,Male,43,1,4,Laboratory Technician,3,Married,5034,20280,7,Y,No,23,3,1,80,1,29,3,2,29,16,12,10
20,Yes,Travel_Rarely,1142,Research & Development,10,4,Marketing,1,255,1,Female,59,1,1,Laboratory Technician,1,Married,7750,14848,8,Y,No,16,3,1,80,2,23,0,2,22,9,6,16
37,No,Travel_Rarely,410,Sales,10,4,Marketing,1,256,4,Female,73,2,1,Healthcare Representative,2,Single,4663,13717,2,Y,No,21,3,2,80,0,23,6,4,23,12,0,17
41,No,Travel_Rarely,969,Sales,6,3,Life Sciences,1,257,4,Male,67,1,2,Research Scientist,4,Single,14589,9648,8,Y,No,14,3,1,80,2,19,6,4,19,0,5,14
50,No,Travel_Rarely,985,Sales,27,5,Other,1,258,4,Male,88,4,2,Research Scientist,4,Married,8669,10413,9,Y,No,22,3,4,80,1,27,0,1,27,1,9,5
41,No,Travel_Rarely,253,Research & Development,28,4,Life Sciences,1,259,2,Female,71,1,5,Research Director,2,Married,4260,7989,4,Y,No,23,3,1,80,3,18,5,2,18,16,9,15
28,No,Travel_Rarely,1383,Research & Development,19,3,Life Sciences,1,260,4,Female,81,1,2,Sales Executive,2,Single,6277,15114,9,Y,Yes,17,3,3,80,0,12,2,3,12,12,12,1
25,No,Travel_Frequently,719,Research & Development,21,1,Technical Degree,1,261,3,Male,92,3,5,Sales Executive,3,Married,12790,14296,5,Y,Yes,20,4,3,80,2,21,6,4,15,15,8,2
53,No,Travel_Rarely,982,Research & Development,8,5,Life Sciences,1,262,1,Female,90,4,3,Laboratory Technician,1,Single,14498,7609,0,Y,No,24,3,3,80,2,16,0,4,14,12,1,14
55,No,Travel_Rarely,896,Research & Development,1,2,Life Sciences,1,263,3,Male,63,1,3,Healthcare Representative,3,Single,16140,22216,8,Y,No,12,3,4,80,0,21,5,4,10,10,10,7
57,No,Travel_Rarely,224,Sales,28,3,Marketing,1,264,4,Male,68,2,2,Laboratory Technician,1,Married,8571,2461,8,Y,Yes,16,3,4,80,2,11,3,4,11,11,0,11
37,No,Travel_Rarely,1477,Research & Development,17,3,Medical,1,265,2,Male,70,1,3,Research Scientist,4,Divorced,16996,24679,5,Y,No,15,3,2,80,1,21,6,2,21,13,11,12
52,No,Travel_Rarely,1396,Research & Development,7,5,Technical Degree,1,266,4,Female,66,1,4,Human Resources,4,Single,15400,17734,7,Y,No,12,3,1,80,2,24,3,4,24,9,14,0
42,Yes,Travel_Rarely,718,Research & Development,14,4,Human Resources,1,267,4,Male,94,3,4,Healthcare Representative,1,Married,3161,17555,3,Y,No,19,3,2,80,3,16,0,2,2,1,2,2
52,No,Travel_Frequently,344,Research & Development,21,4,Life Sciences,1,268,4,Female,61,4,4,Manager,3,Divorced,9747,16991,4,Y,Yes,23,4,1,80,1,34,6,1,23,13,10,17
42,No,Travel_Rarely,947,Research & Development,21,4,Life Sciences,1,269,4,Male,37,4,3,Sales Executive,2,Married,8897,21118,4,Y,No,17,3,1,80,2,36,2,1,24,16,10,17
46,No,Travel_Rarely,549,Research & Development,17,2,Technical Degree,1,270,4,Male,47,2,4,Research Scientist,1,Married,11105,23385,6,Y,Yes,24,4,4,80,3,34,5,3,8,4,8,2
35,No,Travel_Rarely,1029,Research & Development,9,5,Life Sciences,1,271,1,Male,74,2,5,Research Scientist,3,Single,6483,2152,6,Y,No,13,3,3,80,0,27,3,4,27,17,12,17
35,No,Travel_Rarely,1370,Sales,17,5,Marketing,1,272,3,Female,62,2,1,Sales Executive,4,Married,1497,22734,6,Y,No,25,3,1,80,1,29,5,3,29,2,2,16
19,No,Travel_Rarely,619,Sales,5,4,Life Sciences,1,273,2,Male,34,1,2,Sales Executive,2,Married,19215,10388,4,Y,No,17,3,4,80,2,6,2,2,6,6,5,6
52,No,Travel_Rarely,1264,Research & Development,26,4,Medical,1,274,4,Male,65,1,5,Research Scientist,4,Married,6631,23419,3,Y,No,21,3,2,80,2,10,3,3,10,10,10,4
33,No,Travel_Rarely,461,Sales,25,1,Medical,1,275,2,Male,52,2,4,Laboratory Technician,1,Divorced,4783,6601,7,Y,Yes,21,3,3,80,0,25,5,3,9,9,9,6
58,No,Non-Travel,107,Sales,20,1,Marketing,1,276,1,Female,69,4,1,Manufacturing Director,4,Married,7455,19263,0,Y,No,16,3,2,80,0,9,2,4,2,2,2,2
53,No,Travel_Rarely,577,Research & Development,29,3,Medical,1,277,3,Male,34,4,2,Healthcare Representative,4,Single,9581,16846,0,Y,Yes,17,3,2,80,1,18,2,2,18,7,10,6
50,No,Travel_Rarely,1475,Research & Development,8,3,Medical,1,278,4,Male,63,2,5,Sales Executive,1,Divorced,8842,17569,5,Y,No,14,4,4,80,1,22,2,2,1,1,1,1
21,Yes,Travel_Rarely,594,Sales,6,5,Life Sciences,1,279,1,Male,53,3,2,Laboratory Technician,2,Married,11267,14231,1,Y,Yes,23,3,3,80,1,30,0,4,16,14,3,1
50,No,Travel_Rarely,932,Sales,11,5,Life Sciences,1,280,1,Female,46,4,3,Sales Executive,1,Divorced,13425,16428,2,Y,No,23,3,1,80,2,32,1,2,28,2,15,5
31,No,Travel_Rarely,1162,Sales,19,2,Life Sciences,1,281,3,Female,100,4,4,Laboratory Technician,3,Married,5896,20924,3,Y,No,20,3,2,80,2,1,5,1,1,1,1,1
38,No,Travel_Rarely,692,Sales,4,2,Medical,1,282,4,Female,51,2,5,Laboratory Technician,1,Single,17614,17208,1,Y,No,23,3,1,80,1,27,2,4,15,10,6,15
37,No,Travel_Frequently,286,Sales,18,1,Life Sciences,1,283,3,Male,44,4,5,Laboratory Technician,1,Married,16693,18129,9,Y,Yes,18,3,3,80,2,31,5,4,9,9,9,3
